invoice_id,claim_id,part,part_cost,labor_hours,labor_rate,labor_cost,tax,total,invoice_date
INV001882,CLM005100,blower motor,260.0,0.8,125,100.0,25.2,385.2,2024-02-03
INV001883,CLM010265,compressor,850.0,3.9,85,331.5,82.71,1264.21,2024-12-15
INV001884,CLM012890,blower motor,260.0,3.7,125,462.5,50.58,773.08,2025-01-05
INV001885,CLM000856,belt,25.0,2.9,110,319.0,24.08,368.08,2024-09-21
INV001886,CLM002049,blower motor,260.0,4.0,125,500.0,53.2,813.2,2024-07-04
INV001887,CLM004893,heating element,95.0,3.4,95,323.0,29.26,447.26,2025-03-20
INV001888,CLM013696,compressor,850.0,2.6,125,325.0,82.25,1257.25,2024-07-27
INV001889,CLM016390,evaporator coil,420.0,1.4,85,119.0,37.73,576.73,2025-03-07
INV001890,CLM005905,belt,25.0,1.0,110,110.0,9.45,144.45,2024-07-04
INV001891,CLM005902,pump,180.0,1.4,125,175.0,24.85,379.85,2025-01-05
INV001892,CLM018317,pump,180.0,2.8,85,238.0,29.26,447.26,2024-11-13
INV001893,CLM000682,compressor,850.0,2.9,95,275.5,78.79,1204.29,2025-06-29
INV001894,CLM004523,blower motor,260.0,2.1,110,231.0,34.37,525.37,2024-05-06
INV001895,CLM004893,evaporator coil,420.0,0.6,125,75.0,34.65,529.65,2025-03-25
INV001896,CLM009556,thermostat,120.0,0.7,85,59.5,12.57,192.07,2025-01-24
INV001897,CLM012945,evaporator coil,420.0,0.6,125,75.0,34.65,529.65,2024-01-29
INV001898,CLM005282,control board,230.0,3.9,110,429.0,46.13,705.13,2024-07-09
INV001899,CLM012135,pump,180.0,3.6,95,342.0,36.54,558.54,2025-07-15
INV001900,CLM004516,drain pump,150.0,3.4,95,323.0,33.11,506.11,2024-10-31
INV001901,CLM019748,drain pump,150.0,2.0,85,170.0,22.4,342.4,2024-10-28
INV001902,CLM013794,evaporator coil,420.0,0.7,95,66.5,34.05,520.55,2024-04-05
INV001903,CLM010168,control board,230.0,2.9,125,362.5,41.48,633.98,2025-02-24
INV001904,CLM019902,pump,180.0,2.9,85,246.5,29.86,456.36,2025-05-22
INV001905,CLM017304,thermostat,120.0,2.4,125,300.0,29.4,449.4,2024-05-25
INV001906,CLM005091,pump,180.0,1.2,85,102.0,19.74,301.74,2025-03-24
INV001907,CLM005748,drain pump,150.0,1.3,110,143.0,20.51,313.51,2025-08-14
INV001908,CLM008397,pump,180.0,1.3,110,143.0,22.61,345.61,2024-09-12
INV001909,CLM019915,thermostat,120.0,1.0,125,125.0,17.15,262.15,2024-11-29
INV001910,CLM013413,compressor,850.0,1.7,95,161.5,70.81,1082.31,2024-03-30
INV001911,CLM018496,thermostat,120.0,0.8,85,68.0,13.16,201.16,2024-10-14
INV001912,CLM007413,thermostat,120.0,3.1,85,263.5,26.85,410.35,2025-02-06
INV001913,CLM018556,belt,25.0,1.1,95,104.5,9.07,138.57,2024-04-24
INV001914,CLM011995,evaporator coil,420.0,2.6,95,247.0,46.69,713.69,2025-06-07
INV001915,CLM004793,blower motor,260.0,1.5,95,142.5,28.18,430.68,2025-04-18
INV001916,CLM001512,drain pump,150.0,0.5,110,55.0,14.35,219.35,2024-08-14
INV001917,CLM014191,pump,180.0,1.0,85,85.0,18.55,283.55,2024-06-04
INV001918,CLM012909,thermostat,120.0,3.3,125,412.5,37.28,569.78,2024-08-20
INV001919,CLM005713,pump,180.0,1.6,110,176.0,24.92,380.92,2024-04-29
INV001920,CLM002948,evaporator coil,420.0,3.1,110,341.0,53.27,814.27,2025-03-06
INV001921,CLM003375,drain pump,150.0,2.9,85,246.5,27.76,424.26,2024-10-03
INV001922,CLM015164,heating element,95.0,2.7,110,297.0,27.44,419.44,2025-03-13
INV001923,CLM002359,compressor,850.0,3.7,85,314.5,81.52,1246.02,2024-12-21
INV001924,CLM005307,pump,180.0,2.7,85,229.5,28.67,438.17,2024-11-11
INV001925,CLM010912,heating element,95.0,0.9,125,112.5,14.53,222.03,2024-03-22
INV001926,CLM000188,control board,230.0,3.1,125,387.5,43.23,660.73,2024-08-01
INV001927,CLM016940,evaporator coil,420.0,1.1,85,93.5,35.95,549.45,2024-08-25
INV001928,CLM011049,belt,25.0,2.2,95,209.0,16.38,250.38,2024-05-24
INV001929,CLM008779,blower motor,260.0,2.4,110,264.0,36.68,560.68,2024-04-08
INV001930,CLM010274,heating element,95.0,1.4,85,119.0,14.98,228.98,2025-05-07
INV001931,CLM007989,thermostat,120.0,1.3,125,162.5,19.78,302.28,2024-05-13
INV001932,CLM011633,blower motor,260.0,2.1,110,231.0,34.37,525.37,2025-01-14
INV001933,CLM000586,belt,25.0,3.5,85,297.5,22.58,345.08,2024-02-03
INV001934,CLM010033,heating element,95.0,2.0,125,250.0,24.15,369.15,2025-01-16
INV001935,CLM019485,evaporator coil,420.0,2.8,125,350.0,53.9,823.9,2024-08-26
INV001936,CLM008453,control board,230.0,2.9,125,362.5,41.48,633.98,2024-08-23
INV001937,CLM018952,compressor,850.0,2.3,110,253.0,77.21,1180.21,2025-03-15
INV001938,CLM018760,drain pump,150.0,1.1,95,104.5,17.82,272.32,2024-09-21
INV001939,CLM000980,heating element,95.0,3.7,125,462.5,39.03,596.53,2024-12-03
INV001940,CLM018579,pump,180.0,3.1,125,387.5,39.73,607.23,2025-05-22
INV001941,CLM009861,thermostat,120.0,2.7,110,297.0,29.19,446.19,2025-03-29
INV001942,CLM008832,compressor,850.0,3.0,110,330.0,82.6,1262.6,2025-05-22
INV001943,CLM013100,thermostat,120.0,3.0,85,255.0,26.25,401.25,2025-03-24
INV001944,CLM018452,evaporator coil,420.0,2.8,85,238.0,46.06,704.06,2025-07-17
INV001945,CLM018406,thermostat,120.0,4.0,85,340.0,32.2,492.2,2024-11-04
INV001946,CLM011117,control board,230.0,1.3,95,123.5,24.75,378.25,2024-07-12
INV001947,CLM009843,control board,230.0,2.9,110,319.0,38.43,587.43,2024-10-05
INV001948,CLM009151,evaporator coil,420.0,3.1,95,294.5,50.02,764.52,2025-04-29
INV001949,CLM008891,evaporator coil,420.0,2.4,85,204.0,43.68,667.68,2024-09-01
INV001950,CLM003763,compressor,850.0,2.9,125,362.5,84.88,1297.38,2024-08-29
INV001951,CLM004366,thermostat,120.0,3.0,85,255.0,26.25,401.25,2024-08-06
INV001952,CLM016768,evaporator coil,420.0,3.7,85,314.5,51.42,785.92,2024-11-21
INV001953,CLM019928,pump,180.0,2.3,110,253.0,30.31,463.31,2025-06-29
INV001954,CLM010091,evaporator coil,420.0,0.5,95,47.5,32.73,500.23,2024-07-05
INV001955,CLM003244,blower motor,260.0,1.6,95,152.0,28.84,440.84,2024-04-20
INV001956,CLM004571,control board,230.0,1.4,125,175.0,28.35,433.35,2024-10-09
INV001957,CLM013623,pump,180.0,1.9,125,237.5,29.23,446.73,2024-11-13
INV001958,CLM016038,drain pump,150.0,4.0,85,340.0,34.3,524.3,2024-10-15
INV001959,CLM004965,pump,180.0,1.9,125,237.5,29.23,446.73,2025-03-31
INV001960,CLM002645,evaporator coil,420.0,0.9,110,99.0,36.33,555.33,2024-06-06
INV001961,CLM008334,thermostat,120.0,3.6,95,342.0,32.34,494.34,2024-11-15
INV001962,CLM015170,belt,25.0,3.9,85,331.5,24.96,381.46,2024-07-05
INV001963,CLM011909,compressor,850.0,1.4,95,133.0,68.81,1051.81,2025-01-22
INV001964,CLM005648,belt,25.0,2.3,95,218.5,17.05,260.55,2025-01-28
INV001965,CLM003052,compressor,850.0,1.4,95,133.0,68.81,1051.81,2024-07-06
INV001966,CLM018270,control board,230.0,2.8,125,350.0,40.6,620.6,2024-03-14
INV001967,CLM018810,evaporator coil,420.0,2.5,95,237.5,46.03,703.53,2024-09-12
INV001968,CLM013810,control board,230.0,1.7,95,161.5,27.41,418.91,2025-04-25
INV001969,CLM003339,heating element,95.0,0.5,110,55.0,10.5,160.5,2024-12-14
INV001970,CLM000707,heating element,95.0,3.2,85,272.0,25.69,392.69,2024-09-21
INV001971,CLM008546,heating element,95.0,1.3,125,162.5,18.03,275.53,2024-10-31
INV001972,CLM012496,pump,180.0,3.0,110,330.0,35.7,545.7,2025-02-02
INV001973,CLM005135,compressor,850.0,0.7,110,77.0,64.89,991.89,2024-10-21
INV001974,CLM011690,control board,230.0,1.8,95,171.0,28.07,429.07,2024-04-09
INV001975,CLM009753,belt,25.0,1.9,95,180.5,14.39,219.89,2024-10-28
INV001976,CLM017764,thermostat,120.0,2.2,125,275.0,27.65,422.65,2024-05-01
INV001977,CLM018003,pump,180.0,3.9,95,370.5,38.54,589.04,2024-07-28
INV001978,CLM005334,belt,25.0,1.6,110,176.0,14.07,215.07,2024-03-25
INV001979,CLM011747,control board,230.0,1.7,85,144.5,26.22,400.72,2025-02-01
INV001980,CLM003703,blower motor,260.0,1.7,110,187.0,31.29,478.29,2024-03-29
INV001981,CLM005634,drain pump,150.0,2.7,85,229.5,26.57,406.07,2024-03-28
INV001982,CLM018017,belt,25.0,2.8,125,350.0,26.25,401.25,2024-11-06
INV001983,CLM006963,pump,180.0,3.3,125,412.5,41.48,633.98,2025-08-13
INV001984,CLM019501,drain pump,150.0,3.8,125,475.0,43.75,668.75,2024-04-07
INV001985,CLM006839,thermostat,120.0,2.8,125,350.0,32.9,502.9,2025-01-22
INV001986,CLM004646,belt,25.0,0.6,110,66.0,6.37,97.37,2025-05-10
INV001987,CLM012947,heating element,95.0,2.7,95,256.5,24.61,376.11,2024-05-18
INV001988,CLM004984,belt,25.0,3.9,95,370.5,27.69,423.19,2025-06-15
INV001989,CLM010902,drain pump,150.0,3.5,95,332.5,33.78,516.28,2025-04-13
INV001990,CLM015911,compressor,850.0,3.6,85,306.0,80.92,1236.92,2024-01-13
INV001991,CLM011416,heating element,95.0,2.3,125,287.5,26.78,409.28,2025-07-07
INV001992,CLM000390,heating element,95.0,3.3,110,363.0,32.06,490.06,2025-04-04
INV001993,CLM004955,control board,230.0,0.5,85,42.5,19.08,291.58,2024-10-21
INV001994,CLM012063,control board,230.0,1.5,95,142.5,26.08,398.58,2024-01-27
INV001995,CLM009221,belt,25.0,2.9,110,319.0,24.08,368.08,2024-04-26
INV001996,CLM004662,blower motor,260.0,2.1,95,199.5,32.17,491.67,2025-08-02
INV001997,CLM018021,compressor,850.0,1.8,95,171.0,71.47,1092.47,2024-05-17
INV001998,CLM011659,control board,230.0,1.1,110,121.0,24.57,375.57,2024-02-19
INV001999,CLM013127,heating element,95.0,3.6,95,342.0,30.59,467.59,2025-06-24
INV002000,CLM006822,heating element,95.0,1.6,125,200.0,20.65,315.65,2024-09-27
INV002001,CLM003715,control board,230.0,1.6,110,176.0,28.42,434.42,2024-06-02
INV002002,CLM004212,thermostat,120.0,1.4,85,119.0,16.73,255.73,2025-08-09
INV002003,CLM011266,compressor,850.0,2.8,125,350.0,84.0,1284.0,2025-07-18
INV002004,CLM017729,evaporator coil,420.0,0.6,85,51.0,32.97,503.97,2024-08-21
INV002005,CLM016893,belt,25.0,3.7,85,314.5,23.77,363.27,2025-06-30
INV002006,CLM010931,heating element,95.0,2.3,125,287.5,26.78,409.28,2024-12-13
INV002007,CLM004399,evaporator coil,420.0,1.1,85,93.5,35.95,549.45,2024-08-31
INV002008,CLM007395,evaporator coil,420.0,3.7,95,351.5,54.01,825.51,2024-07-23
INV002009,CLM000158,control board,230.0,1.1,110,121.0,24.57,375.57,2024-05-18
INV002010,CLM005272,control board,230.0,1.4,125,175.0,28.35,433.35,2024-05-19
INV002011,CLM003250,thermostat,120.0,3.4,85,289.0,28.63,437.63,2025-06-12
INV002012,CLM015579,blower motor,260.0,2.0,85,170.0,30.1,460.1,2024-01-14
INV002013,CLM000221,compressor,850.0,1.4,125,175.0,71.75,1096.75,2024-07-02
INV002014,CLM002500,belt,25.0,2.5,125,312.5,23.63,361.13,2025-06-01
INV002015,CLM001374,blower motor,260.0,1.6,125,200.0,32.2,492.2,2024-07-20
INV002016,CLM008556,drain pump,150.0,2.5,95,237.5,27.13,414.63,2024-11-08
INV002017,CLM007075,drain pump,150.0,2.6,95,247.0,27.79,424.79,2025-01-10
INV002018,CLM014440,thermostat,120.0,2.3,95,218.5,23.7,362.2,2025-01-14
INV002019,CLM002271,pump,180.0,0.8,95,76.0,17.92,273.92,2024-02-09
INV002020,CLM002436,drain pump,150.0,1.1,85,93.5,17.05,260.55,2024-09-28
INV002021,CLM008725,drain pump,150.0,3.8,110,418.0,39.76,607.76,2024-02-03
INV002022,CLM007922,compressor,850.0,0.8,125,100.0,66.5,1016.5,2024-12-03
INV002023,CLM000168,drain pump,150.0,0.7,95,66.5,15.16,231.66,2025-03-23
INV002024,CLM013719,belt,25.0,2.6,110,286.0,21.77,332.77,2024-12-01
INV002025,CLM003033,control board,230.0,0.7,85,59.5,20.27,309.77,2025-08-11
INV002026,CLM003504,blower motor,260.0,2.1,95,199.5,32.17,491.67,2024-05-11
INV002027,CLM000244,blower motor,260.0,2.1,110,231.0,34.37,525.37,2024-01-12
INV002028,CLM000136,control board,230.0,2.3,125,287.5,36.23,553.73,2024-09-24
INV002029,CLM016406,evaporator coil,420.0,1.2,125,150.0,39.9,609.9,2024-04-19
INV002030,CLM005847,blower motor,260.0,3.6,85,306.0,39.62,605.62,2025-06-21
INV002031,CLM007633,control board,230.0,1.5,95,142.5,26.08,398.58,2024-02-16
INV002032,CLM008947,pump,180.0,0.5,125,62.5,16.98,259.48,2025-01-10
INV002033,CLM004313,belt,25.0,3.1,85,263.5,20.2,308.7,2024-09-30
INV002034,CLM018142,blower motor,260.0,3.2,85,272.0,37.24,569.24,2024-08-30
INV002035,CLM011528,compressor,850.0,1.7,110,187.0,72.59,1109.59,2024-11-24
INV002036,CLM012731,compressor,850.0,0.9,110,99.0,66.43,1015.43,2025-06-02
INV002037,CLM008353,heating element,95.0,2.6,95,247.0,23.94,365.94,2024-05-26
INV002038,CLM000691,drain pump,150.0,2.6,125,325.0,33.25,508.25,2024-08-17
INV002039,CLM004890,pump,180.0,2.8,85,238.0,29.26,447.26,2025-02-11
INV002040,CLM013885,compressor,850.0,1.1,95,104.5,66.82,1021.32,2024-04-19
INV002041,CLM004323,drain pump,150.0,3.6,95,342.0,34.44,526.44,2024-08-09
INV002042,CLM008998,evaporator coil,420.0,3.5,125,437.5,60.03,917.53,2025-04-28
INV002043,CLM015980,blower motor,260.0,1.8,85,153.0,28.91,441.91,2024-12-24
INV002044,CLM009577,thermostat,120.0,2.6,95,247.0,25.69,392.69,2025-01-25
INV002045,CLM004468,blower motor,260.0,1.9,95,180.5,30.84,471.34,2025-02-28
INV002046,CLM011622,belt,25.0,2.2,95,209.0,16.38,250.38,2024-07-05
INV002047,CLM008798,drain pump,150.0,2.4,85,204.0,24.78,378.78,2025-04-06
INV002048,CLM008102,pump,180.0,0.7,95,66.5,17.26,263.76,2024-09-24
INV002049,CLM017385,evaporator coil,420.0,1.8,110,198.0,43.26,661.26,2024-01-13
INV002050,CLM007251,evaporator coil,420.0,2.5,125,312.5,51.28,783.78,2024-08-11
INV002051,CLM012625,evaporator coil,420.0,2.9,125,362.5,54.78,837.28,2024-05-04
INV002052,CLM015855,blower motor,260.0,1.6,85,136.0,27.72,423.72,2024-04-10
INV002053,CLM015338,thermostat,120.0,1.2,125,150.0,18.9,288.9,2024-12-28
INV002054,CLM005971,compressor,850.0,0.7,95,66.5,64.16,980.66,2024-08-09
INV002055,CLM003212,control board,230.0,1.5,85,127.5,25.03,382.53,2024-12-06
INV002056,CLM012342,compressor,850.0,1.5,125,187.5,72.62,1110.12,2024-05-04
INV002057,CLM015513,belt,25.0,2.0,95,190.0,15.05,230.05,2025-08-14
INV002058,CLM008902,pump,180.0,3.6,125,450.0,44.1,674.1,2024-11-30
INV002059,CLM004833,thermostat,120.0,0.6,125,75.0,13.65,208.65,2024-12-14
INV002060,CLM005680,control board,230.0,1.9,125,237.5,32.73,500.23,2024-01-11
INV002061,CLM014915,drain pump,150.0,2.7,95,256.5,28.46,434.96,2024-03-01
INV002062,CLM017966,thermostat,120.0,2.4,85,204.0,22.68,346.68,2024-05-28
INV002063,CLM014150,evaporator coil,420.0,1.4,125,175.0,41.65,636.65,2024-02-20
INV002064,CLM011871,drain pump,150.0,3.0,110,330.0,33.6,513.6,2025-03-16
INV002065,CLM005467,pump,180.0,3.9,125,487.5,46.73,714.23,2024-07-08
INV002066,CLM014907,pump,180.0,3.6,85,306.0,34.02,520.02,2025-03-11
INV002067,CLM009358,drain pump,150.0,2.7,125,337.5,34.12,521.62,2024-11-27
INV002068,CLM011291,compressor,850.0,3.5,85,297.5,80.33,1227.83,2024-09-22
INV002069,CLM007225,blower motor,260.0,2.1,95,199.5,32.17,491.67,2025-06-15
INV002070,CLM005230,belt,25.0,1.7,110,187.0,14.84,226.84,2024-12-08
INV002071,CLM002355,heating element,95.0,1.1,95,104.5,13.97,213.47,2024-09-15
INV002072,CLM002115,compressor,850.0,1.5,95,142.5,69.48,1061.98,2024-03-06
INV002073,CLM012524,pump,180.0,2.0,110,220.0,28.0,428.0,2024-12-24
INV002074,CLM019877,belt,25.0,0.9,85,76.5,7.11,108.61,2025-01-15
INV002075,CLM017693,belt,25.0,3.6,95,342.0,25.69,392.69,2025-02-21
INV002076,CLM003400,drain pump,150.0,1.2,85,102.0,17.64,269.64,2025-05-14
INV002077,CLM018812,evaporator coil,420.0,3.6,95,342.0,53.34,815.34,2024-09-16
INV002078,CLM017831,belt,25.0,2.5,95,237.5,18.38,280.88,2025-04-29
INV002079,CLM008694,control board,230.0,3.3,85,280.5,35.74,546.24,2025-04-25
INV002080,CLM016249,evaporator coil,420.0,0.6,85,51.0,32.97,503.97,2024-07-06
INV002081,CLM005706,compressor,850.0,0.7,95,66.5,64.16,980.66,2024-08-03
INV002082,CLM005395,control board,230.0,1.1,125,137.5,25.73,393.23,2024-08-16
INV002083,CLM018140,control board,230.0,3.9,85,331.5,39.31,600.81,2024-11-09
INV002084,CLM019217,thermostat,120.0,3.2,95,304.0,29.68,453.68,2024-08-23
INV002085,CLM007145,compressor,850.0,3.6,85,306.0,80.92,1236.92,2024-09-23
INV002086,CLM002170,control board,230.0,3.5,125,437.5,46.73,714.23,2024-11-25
INV002087,CLM018555,evaporator coil,420.0,1.0,95,95.0,36.05,551.05,2025-02-13
INV002088,CLM008707,belt,25.0,3.3,125,412.5,30.63,468.13,2025-05-31
INV002089,CLM014681,blower motor,260.0,2.9,95,275.5,37.49,572.99,2024-07-25
INV002090,CLM014235,compressor,850.0,3.8,85,323.0,82.11,1255.11,2025-05-20
INV002091,CLM005334,belt,25.0,2.2,110,242.0,18.69,285.69,2024-03-23
INV002092,CLM017262,thermostat,120.0,2.9,110,319.0,30.73,469.73,2024-03-21
INV002093,CLM018868,blower motor,260.0,2.0,125,250.0,35.7,545.7,2024-08-20
INV002094,CLM014959,drain pump,150.0,1.2,125,150.0,21.0,321.0,2024-04-03
INV002095,CLM001934,thermostat,120.0,2.9,125,362.5,33.78,516.28,2024-05-20
INV002096,CLM015147,thermostat,120.0,1.9,110,209.0,23.03,352.03,2024-01-05
INV002097,CLM016512,compressor,850.0,2.8,85,238.0,76.16,1164.16,2025-07-16
INV002098,CLM013083,control board,230.0,3.7,85,314.5,38.12,582.62,2025-03-08
INV002099,CLM014093,blower motor,260.0,2.8,125,350.0,42.7,652.7,2024-02-05
INV002100,CLM014497,heating element,95.0,1.9,125,237.5,23.28,355.78,2025-08-08
INV002101,CLM019534,blower motor,260.0,0.7,95,66.5,22.86,349.36,2025-07-09
INV002102,CLM003616,drain pump,150.0,3.0,85,255.0,28.35,433.35,2025-02-15
INV002103,CLM007932,pump,180.0,1.6,110,176.0,24.92,380.92,2025-05-29
INV002104,CLM002023,evaporator coil,420.0,0.8,110,88.0,35.56,543.56,2025-01-06
INV002105,CLM002709,evaporator coil,420.0,1.1,95,104.5,36.72,561.22,2024-02-04
INV002106,CLM000026,heating element,95.0,0.7,85,59.5,10.82,165.32,2025-08-06
INV002107,CLM011229,drain pump,150.0,2.9,125,362.5,35.88,548.38,2024-02-07
INV002108,CLM000360,blower motor,260.0,2.8,125,350.0,42.7,652.7,2025-03-29
INV002109,CLM004209,blower motor,260.0,1.7,125,212.5,33.08,505.58,2025-03-14
INV002110,CLM009923,blower motor,260.0,2.7,85,229.5,34.27,523.77,2025-01-24
INV002111,CLM013703,blower motor,260.0,2.7,125,337.5,41.83,639.33,2024-06-05
INV002112,CLM018642,drain pump,150.0,2.1,125,262.5,28.88,441.38,2024-02-06
INV002113,CLM006571,blower motor,260.0,3.1,95,294.5,38.82,593.32,2024-07-07
INV002114,CLM009743,heating element,95.0,3.0,95,285.0,26.6,406.6,2024-02-19
INV002115,CLM004879,blower motor,260.0,1.1,110,121.0,26.67,407.67,2024-07-08
INV002116,CLM012879,heating element,95.0,1.2,95,114.0,14.63,223.63,2024-07-14
INV002117,CLM017558,belt,25.0,2.0,85,170.0,13.65,208.65,2024-03-23
INV002118,CLM013639,drain pump,150.0,1.5,85,127.5,19.43,296.93,2025-01-07
INV002119,CLM002237,evaporator coil,420.0,3.3,95,313.5,51.35,784.85,2024-08-21
INV002120,CLM003947,belt,25.0,3.4,85,289.0,21.98,335.98,2024-06-03
INV002121,CLM007166,blower motor,260.0,0.9,95,85.5,24.19,369.69,2024-03-19
INV002122,CLM014814,belt,25.0,3.0,125,375.0,28.0,428.0,2024-01-17
INV002123,CLM003142,pump,180.0,1.3,85,110.5,20.34,310.84,2024-08-27
INV002124,CLM015590,belt,25.0,2.0,125,250.0,19.25,294.25,2024-07-28
INV002125,CLM004112,drain pump,150.0,1.9,110,209.0,25.13,384.13,2025-02-15
INV002126,CLM012110,drain pump,150.0,1.0,110,110.0,18.2,278.2,2024-07-08
INV002127,CLM016922,drain pump,150.0,3.4,85,289.0,30.73,469.73,2024-10-28
INV002128,CLM004698,thermostat,120.0,4.0,125,500.0,43.4,663.4,2024-11-03
INV002129,CLM003456,thermostat,120.0,0.9,85,76.5,13.76,210.26,2024-05-15
INV002130,CLM008995,evaporator coil,420.0,1.7,95,161.5,40.71,622.21,2025-08-13
INV002131,CLM001076,control board,230.0,3.1,125,387.5,43.23,660.73,2024-06-04
INV002132,CLM011846,belt,25.0,2.7,110,297.0,22.54,344.54,2024-02-06
INV002133,CLM017247,evaporator coil,420.0,1.7,110,187.0,42.49,649.49,2024-08-10
INV002134,CLM003548,drain pump,150.0,1.3,110,143.0,20.51,313.51,2024-11-28
INV002135,CLM005549,compressor,850.0,1.8,95,171.0,71.47,1092.47,2024-10-05
INV002136,CLM003636,heating element,95.0,2.7,110,297.0,27.44,419.44,2025-07-15
INV002137,CLM005614,control board,230.0,1.1,125,137.5,25.73,393.23,2025-03-22
INV002138,CLM013958,belt,25.0,2.8,85,238.0,18.41,281.41,2025-02-12
INV002139,CLM012469,belt,25.0,1.2,110,132.0,10.99,167.99,2024-11-02
INV002140,CLM016731,thermostat,120.0,0.5,110,55.0,12.25,187.25,2024-12-24
INV002141,CLM018999,belt,25.0,0.7,125,87.5,7.88,120.38,2025-08-03
INV002142,CLM019087,drain pump,150.0,3.1,95,294.5,31.12,475.62,2025-07-21
INV002143,CLM018913,evaporator coil,420.0,2.5,85,212.5,44.28,676.78,2024-03-15
INV002144,CLM012746,evaporator coil,420.0,2.4,110,264.0,47.88,731.88,2024-07-09
INV002145,CLM019540,thermostat,120.0,0.7,110,77.0,13.79,210.79,2025-03-08
INV002146,CLM018345,drain pump,150.0,3.4,110,374.0,36.68,560.68,2024-12-17
INV002147,CLM013520,drain pump,150.0,0.6,95,57.0,14.49,221.49,2025-03-12
INV002148,CLM006524,blower motor,260.0,2.3,125,287.5,38.33,585.83,2024-10-23
INV002149,CLM000932,blower motor,260.0,2.9,125,362.5,43.58,666.08,2024-05-11
INV002150,CLM014202,compressor,850.0,2.0,95,190.0,72.8,1112.8,2024-07-13
INV002151,CLM006341,belt,25.0,2.9,125,362.5,27.13,414.63,2025-02-18
INV002152,CLM017735,drain pump,150.0,3.2,85,272.0,29.54,451.54,2024-09-29
INV002153,CLM008811,control board,230.0,2.3,85,195.5,29.79,455.29,2024-04-28
INV002154,CLM014849,pump,180.0,2.7,85,229.5,28.67,438.17,2024-11-01
INV002155,CLM004738,heating element,95.0,3.7,95,351.5,31.26,477.76,2025-06-10
INV002156,CLM003410,drain pump,150.0,2.1,110,231.0,26.67,407.67,2024-03-18
INV002157,CLM015398,belt,25.0,2.6,85,221.0,17.22,263.22,2024-09-01
INV002158,CLM017926,pump,180.0,0.9,110,99.0,19.53,298.53,2024-12-01
INV002159,CLM010486,heating element,95.0,1.3,95,123.5,15.3,233.8,2025-01-14
INV002160,CLM014592,thermostat,120.0,3.9,125,487.5,42.53,650.03,2025-06-01
INV002161,CLM006736,evaporator coil,420.0,2.0,95,190.0,42.7,652.7,2024-09-01
INV002162,CLM013958,heating element,95.0,1.6,85,136.0,16.17,247.17,2025-02-17
INV002163,CLM010046,belt,25.0,1.1,85,93.5,8.29,126.79,2025-04-15
INV002164,CLM008852,blower motor,260.0,2.5,85,212.5,33.08,505.58,2024-07-31
INV002165,CLM009428,thermostat,120.0,3.8,85,323.0,31.01,474.01,2024-09-23
INV002166,CLM013797,compressor,850.0,2.4,95,228.0,75.46,1153.46,2024-08-09
INV002167,CLM013423,pump,180.0,2.9,85,246.5,29.86,456.36,2025-04-24
INV002168,CLM000171,heating element,95.0,2.9,110,319.0,28.98,442.98,2025-01-21
INV002169,CLM017444,pump,180.0,1.2,110,132.0,21.84,333.84,2024-11-01
INV002170,CLM011441,evaporator coil,420.0,3.9,125,487.5,63.53,971.03,2024-11-19
INV002171,CLM018752,thermostat,120.0,3.4,95,323.0,31.01,474.01,2024-10-15
INV002172,CLM006630,belt,25.0,0.8,110,88.0,7.91,120.91,2024-07-01
INV002173,CLM007910,belt,25.0,1.5,95,142.5,11.73,179.23,2025-06-12
INV002174,CLM006215,evaporator coil,420.0,2.6,95,247.0,46.69,713.69,2025-07-16
INV002175,CLM006819,drain pump,150.0,1.0,95,95.0,17.15,262.15,2024-11-05
INV002176,CLM007440,pump,180.0,3.7,85,314.5,34.62,529.12,2025-04-05
INV002177,CLM006230,heating element,95.0,3.2,85,272.0,25.69,392.69,2024-02-24
INV002178,CLM005677,pump,180.0,2.4,85,204.0,26.88,410.88,2024-11-17
INV002179,CLM014957,pump,180.0,0.9,95,85.5,18.59,284.09,2024-12-08
INV002180,CLM019667,control board,230.0,1.5,85,127.5,25.03,382.53,2025-06-28
INV002181,CLM000802,evaporator coil,420.0,0.9,125,112.5,37.28,569.78,2024-09-18
INV002182,CLM011954,compressor,850.0,2.2,85,187.0,72.59,1109.59,2024-08-08
INV002183,CLM005348,control board,230.0,0.7,125,87.5,22.23,339.73,2025-05-14
INV002184,CLM008297,thermostat,120.0,3.5,95,332.5,31.68,484.18,2024-03-08
INV002185,CLM003666,heating element,95.0,0.8,85,68.0,11.41,174.41,2025-01-28
INV002186,CLM002015,compressor,850.0,1.6,125,200.0,73.5,1123.5,2024-06-17
INV002187,CLM008019,blower motor,260.0,3.7,125,462.5,50.58,773.08,2024-03-26
INV002188,CLM004001,pump,180.0,2.1,95,199.5,26.57,406.07,2024-07-18
INV002189,CLM011560,drain pump,150.0,3.5,110,385.0,37.45,572.45,2024-09-04
INV002190,CLM015068,thermostat,120.0,2.0,85,170.0,20.3,310.3,2024-10-20
INV002191,CLM005646,heating element,95.0,1.2,85,102.0,13.79,210.79,2024-11-10
INV002192,CLM001648,heating element,95.0,2.7,85,229.5,22.72,347.22,2024-03-20
INV002193,CLM015982,belt,25.0,1.2,85,102.0,8.89,135.89,2025-01-09
INV002194,CLM004140,blower motor,260.0,2.7,110,297.0,38.99,595.99,2024-03-30
