claim_id,customer_id,plan,state,appliance,issue,created_date,status,decision,payout,reason_code
CLM006326,C01209,Gold,NJ,Microwave,turntable stuck,2025-06-30,denied,covered,2208.1,
CLM006327,C01490,Silver,ID,Plumbing,leak under sink,2024-02-14,in_review,,0.0,
CLM006328,C00585,Platinum,ME,Refrigerator,control board fault,2024-04-04,in_review,,0.0,
CLM006329,C00548,Platinum,WY,Microwave,no power,2024-11-07,closed,covered,683.58,
CLM006330,C00367,Silver,UT,HVAC,refrigerant leak,2024-03-12,closed,denied,0.0,LIMIT_EXCEEDED
CLM006331,C01477,Platinum,OH,Electrical Panel,breaker trips,2024-08-29,closed,partial,1262.0,
CLM006332,C00027,Gold,AR,Dishwasher,leak,2025-07-26,denied,partial,2016.23,
CLM006333,C00258,Silver,MT,Dryer,thermal fuse blown,2024-08-28,approved,denied,0.0,EXCLUDED_INSTALL
CLM006334,C01384,Platinum,WY,Refrigerator,not cooling,2024-01-08,approved,denied,0.0,LIMIT_EXCEEDED
CLM006335,C00104,Platinum,UT,HVAC,no cooling,2024-01-01,in_review,,0.0,
CLM006336,C00354,Platinum,IN,HVAC,no cooling,2024-12-15,closed,partial,3729.3,
CLM006337,C00370,Silver,MS,Dishwasher,drain issue,2024-07-02,in_review,,0.0,
CLM006338,C00248,Platinum,IA,Water Heater,no hot water,2024-12-19,closed,partial,4105.77,
CLM006339,C01991,Gold,NM,Dryer,drum won't turn,2024-01-06,submitted,,0.0,
CLM006340,C01834,Silver,NJ,Microwave,no power,2024-10-04,approved,partial,372.19,
CLM006341,C00111,Platinum,MI,Electrical Panel,burn smell,2025-02-09,in_review,,0.0,
CLM006342,C00374,Platinum,MT,Microwave,magnetron fault,2025-06-25,in_review,,0.0,
CLM006343,C01535,Platinum,LA,Water Heater,pilot won't stay lit,2024-03-16,approved,partial,3423.46,
CLM006344,C01737,Gold,WI,Plumbing,low pressure,2024-03-21,approved,denied,0.0,EXCLUDED_PREEXIST
CLM006345,C00336,Platinum,TX,Dryer,drum won't turn,2024-05-20,submitted,,0.0,
CLM006346,C01497,Silver,FL,Refrigerator,not cooling,2024-05-09,in_review,,0.0,
CLM006347,C01826,Gold,NY,Plumbing,leak under sink,2024-07-04,approved,partial,2055.06,
CLM006348,C00510,Platinum,FL,Plumbing,clogged drain,2025-02-24,in_review,,0.0,
CLM006349,C01905,Silver,PA,Refrigerator,not cooling,2025-07-24,approved,partial,326.77,
CLM006350,C00946,Gold,LA,Washer,won't spin,2024-04-13,submitted,,0.0,
CLM006351,C01894,Gold,SD,Dishwasher,spray arm broken,2025-02-02,in_review,,0.0,
CLM006352,C00545,Gold,AZ,Water Heater,no hot water,2024-07-13,in_review,,0.0,
CLM006353,C01708,Silver,VT,HVAC,refrigerant leak,2024-12-10,closed,covered,274.74,
CLM006354,C01999,Silver,AK,HVAC,thermostat error,2024-09-21,submitted,,0.0,
CLM006355,C00227,Silver,WY,Microwave,magnetron fault,2025-07-28,approved,denied,0.0,INFO_MISSING
CLM006356,C00636,Gold,RI,Refrigerator,ice maker failure,2025-02-18,approved,denied,0.0,COVERED_MECH
CLM006357,C00437,Silver,WV,Refrigerator,ice maker failure,2024-08-01,closed,denied,0.0,COVERED_MECH
CLM006358,C01798,Platinum,IL,Washer,won't spin,2024-11-12,submitted,,0.0,
CLM006359,C01667,Platinum,AR,Electrical Panel,loose neutral,2025-07-28,in_review,,0.0,
CLM006360,C00129,Silver,MN,HVAC,compressor failure,2025-05-12,closed,denied,0.0,INFO_MISSING
CLM006361,C01218,Platinum,IA,Dryer,drum won't turn,2024-09-14,closed,denied,0.0,EXCLUDED_INSTALL
CLM006362,C00612,Silver,NH,HVAC,no cooling,2024-10-06,closed,covered,811.27,
CLM006363,C00262,Gold,AZ,HVAC,compressor failure,2025-07-03,in_review,,0.0,
CLM006364,C01184,Platinum,PA,Dryer,thermal fuse blown,2024-02-16,approved,denied,0.0,EXCLUDED_PREEXIST
CLM006365,C01906,Silver,MA,Electrical Panel,burn smell,2025-04-17,approved,covered,1277.87,
CLM006366,C00202,Platinum,MS,Dryer,drum won't turn,2024-04-05,submitted,,0.0,
CLM006367,C01578,Silver,LA,Microwave,turntable stuck,2024-04-18,in_review,,0.0,
CLM006368,C00608,Silver,VA,Refrigerator,not cooling,2024-01-19,closed,denied,0.0,LIMIT_EXCEEDED
CLM006369,C00320,Platinum,OK,Water Heater,leak,2025-08-09,approved,denied,0.0,EXCLUDED_PREEXIST
CLM006370,C00647,Platinum,AK,Dryer,thermal fuse blown,2025-06-09,submitted,,0.0,
CLM006371,C00176,Silver,WY,Microwave,turntable stuck,2024-11-05,approved,denied,0.0,COVERED_MECH
CLM006372,C01279,Silver,WY,HVAC,compressor failure,2025-02-21,denied,denied,0.0,INFO_MISSING
CLM006373,C01415,Silver,NE,Dishwasher,leak,2024-03-06,approved,covered,1400.29,
CLM006374,C02000,Gold,ME,Dishwasher,drain issue,2024-07-13,approved,denied,0.0,EXCLUDED_PREEXIST
CLM006375,C00373,Silver,CT,HVAC,refrigerant leak,2025-01-25,approved,partial,983.56,
CLM006376,C00870,Silver,FL,Dishwasher,leak,2024-04-13,denied,covered,780.07,
CLM006377,C00455,Silver,MA,Plumbing,leak under sink,2025-02-03,submitted,,0.0,
CLM006378,C01057,Gold,VA,HVAC,thermostat error,2024-11-03,closed,covered,1816.42,
CLM006379,C01236,Gold,NE,Washer,drain pump failure,2024-01-30,closed,partial,228.06,
CLM006380,C00468,Silver,MS,Dryer,no heat,2025-03-26,denied,partial,772.22,
CLM006381,C00697,Silver,MS,Refrigerator,not cooling,2024-08-31,in_review,,0.0,
CLM006382,C01937,Platinum,CA,Dryer,no heat,2025-01-29,approved,covered,3127.73,
CLM006383,C01774,Gold,CA,Refrigerator,not cooling,2024-05-29,closed,partial,749.8,
CLM006384,C00604,Silver,RI,Microwave,turntable stuck,2024-04-17,closed,partial,493.24,
CLM006385,C01373,Gold,UT,Refrigerator,ice maker failure,2025-06-20,closed,covered,2215.51,
CLM006386,C01623,Silver,IL,Electrical Panel,loose neutral,2024-04-02,in_review,,0.0,
CLM006387,C00391,Gold,AZ,Microwave,magnetron fault,2025-05-25,closed,partial,388.44,
CLM006388,C00601,Platinum,FL,Plumbing,clogged drain,2025-02-09,approved,partial,3421.66,
CLM006389,C01972,Platinum,ME,Dryer,no heat,2024-11-18,submitted,,0.0,
CLM006390,C01790,Platinum,MN,Refrigerator,control board fault,2025-05-04,in_review,,0.0,
CLM006391,C00083,Platinum,OK,Dishwasher,drain issue,2025-06-02,approved,denied,0.0,EXCLUDED_PREEXIST
CLM006392,C01062,Silver,AR,Electrical Panel,loose neutral,2024-08-01,in_review,,0.0,
CLM006393,C01030,Gold,OH,Refrigerator,control board fault,2024-04-26,denied,covered,668.84,
CLM006394,C01696,Platinum,IA,Refrigerator,not cooling,2024-03-09,approved,denied,0.0,COVERED_MECH
CLM006395,C01783,Gold,ID,Dishwasher,leak,2024-07-26,approved,denied,0.0,EXCLUDED_INSTALL
CLM006396,C01364,Gold,VA,Electrical Panel,breaker trips,2024-04-13,approved,partial,526.44,
CLM006397,C01324,Silver,ME,Dryer,no heat,2024-04-16,approved,covered,397.95,
CLM006398,C00482,Gold,AL,Water Heater,leak,2024-04-22,approved,partial,1299.57,
CLM006399,C00954,Gold,MO,Washer,won't spin,2024-01-26,approved,denied,0.0,COVERED_MECH
CLM006400,C00309,Silver,WY,Dryer,thermal fuse blown,2024-05-06,in_review,,0.0,
CLM006401,C00909,Gold,ND,Water Heater,pilot won't stay lit,2025-01-16,in_review,,0.0,
CLM006402,C00939,Silver,OH,HVAC,thermostat error,2024-12-16,approved,covered,308.1,
CLM006403,C00536,Platinum,VT,Electrical Panel,breaker trips,2024-10-21,closed,denied,0.0,LIMIT_EXCEEDED
CLM006404,C00838,Silver,GA,Electrical Panel,burn smell,2025-07-25,approved,covered,131.63,
CLM006405,C01992,Gold,AK,Microwave,magnetron fault,2024-07-02,closed,partial,2240.05,
CLM006406,C00747,Silver,DE,Dryer,no heat,2025-03-27,denied,covered,1039.39,
CLM006407,C00711,Platinum,ID,Microwave,magnetron fault,2024-06-03,approved,denied,0.0,LIMIT_EXCEEDED
CLM006408,C00028,Gold,WV,Water Heater,no hot water,2024-12-01,closed,partial,1739.37,
CLM006409,C01386,Gold,MN,Dishwasher,drain issue,2024-07-13,approved,denied,0.0,LIMIT_EXCEEDED
CLM006410,C00603,Platinum,OR,Dishwasher,drain issue,2025-05-14,approved,partial,2454.94,
CLM006411,C01712,Platinum,IL,Electrical Panel,burn smell,2024-01-19,approved,denied,0.0,LIMIT_EXCEEDED
CLM006412,C01689,Silver,VA,HVAC,thermostat error,2024-03-18,denied,denied,0.0,LIMIT_EXCEEDED
CLM006413,C00020,Platinum,MO,Electrical Panel,breaker trips,2025-04-13,approved,partial,3467.5,
CLM006414,C00662,Gold,VA,Refrigerator,ice maker failure,2024-03-06,in_review,,0.0,
CLM006415,C00576,Platinum,KY,Dryer,thermal fuse blown,2024-09-12,submitted,,0.0,
CLM006416,C01118,Gold,NM,Dryer,no heat,2025-06-29,closed,partial,1935.71,
CLM006417,C00760,Platinum,NH,Refrigerator,control board fault,2024-03-24,in_review,,0.0,
CLM006418,C01292,Platinum,OH,Dryer,drum won't turn,2024-11-14,denied,partial,1624.12,
CLM006419,C00877,Silver,MO,Plumbing,leak under sink,2025-01-03,approved,partial,676.68,
CLM006420,C00208,Platinum,IA,HVAC,thermostat error,2024-05-31,approved,partial,4833.16,
CLM006421,C01140,Platinum,OR,Plumbing,clogged drain,2024-11-21,closed,partial,4100.14,
CLM006422,C01897,Platinum,KS,HVAC,no cooling,2025-07-30,submitted,,0.0,
CLM006423,C00886,Gold,SC,Microwave,magnetron fault,2024-04-17,approved,denied,0.0,EXCLUDED_INSTALL
CLM006424,C01189,Platinum,CA,Microwave,magnetron fault,2024-06-12,submitted,,0.0,
CLM006425,C00508,Silver,MI,Water Heater,leak,2024-06-26,closed,denied,0.0,COVERED_MECH
CLM006426,C00957,Platinum,FL,HVAC,thermostat error,2025-07-27,approved,covered,4683.89,
CLM006427,C01969,Gold,MO,HVAC,refrigerant leak,2025-06-23,approved,covered,1786.05,
CLM006428,C01767,Silver,HI,Dishwasher,won't start,2025-01-14,in_review,,0.0,
CLM006429,C00807,Silver,NJ,Refrigerator,ice maker failure,2024-01-23,approved,covered,1094.1,
CLM006430,C00049,Gold,IA,Electrical Panel,loose neutral,2025-07-27,submitted,,0.0,
CLM006431,C01330,Gold,NH,Microwave,magnetron fault,2024-05-09,approved,partial,2305.76,
CLM006432,C01714,Platinum,AR,Dryer,thermal fuse blown,2025-04-02,closed,denied,0.0,EXCLUDED_INSTALL
CLM006433,C01059,Silver,IA,Plumbing,leak under sink,2024-02-14,closed,denied,0.0,EXCLUDED_PREEXIST
CLM006434,C00723,Gold,DE,Dishwasher,drain issue,2025-08-09,in_review,,0.0,
CLM006435,C00858,Platinum,RI,Refrigerator,control board fault,2025-01-06,approved,covered,3179.04,
CLM006436,C00639,Platinum,IN,Dryer,drum won't turn,2024-01-31,approved,partial,1147.07,
CLM006437,C00311,Silver,NH,Plumbing,low pressure,2025-01-25,in_review,,0.0,
CLM006438,C01102,Platinum,NJ,Washer,drain pump failure,2025-05-08,closed,denied,0.0,COVERED_MECH
CLM006439,C00006,Silver,FL,Water Heater,no hot water,2024-02-28,denied,covered,327.07,
CLM006440,C01937,Platinum,CA,Dryer,no heat,2024-03-28,denied,denied,0.0,COVERED_MECH
CLM006441,C00055,Gold,SC,Microwave,magnetron fault,2024-12-15,closed,partial,214.69,
CLM006442,C01592,Platinum,IN,Microwave,turntable stuck,2025-04-27,submitted,,0.0,
CLM006443,C00739,Platinum,WA,Plumbing,low pressure,2024-02-11,approved,denied,0.0,EXCLUDED_INSTALL
CLM006444,C00956,Silver,GA,Dryer,drum won't turn,2024-06-15,submitted,,0.0,
CLM006445,C01878,Platinum,NC,Microwave,magnetron fault,2025-05-26,closed,denied,0.0,COVERED_MECH
CLM006446,C00920,Platinum,KS,Electrical Panel,burn smell,2025-07-21,approved,denied,0.0,COVERED_MECH
CLM006447,C00445,Silver,ND,Electrical Panel,burn smell,2024-06-26,closed,partial,1383.55,
CLM006448,C00705,Silver,GA,HVAC,no cooling,2024-08-19,denied,partial,574.2,
CLM006449,C01020,Gold,VA,Washer,drain pump failure,2024-11-30,approved,covered,2028.99,
CLM006450,C01346,Platinum,MT,Dishwasher,spray arm broken,2024-10-12,closed,partial,4492.24,
CLM006451,C00018,Gold,NV,Dryer,no heat,2025-03-18,closed,denied,0.0,LIMIT_EXCEEDED
CLM006452,C00618,Gold,MS,Refrigerator,ice maker failure,2025-06-09,approved,denied,0.0,INFO_MISSING
CLM006453,C00560,Platinum,MO,Washer,won't spin,2024-08-21,submitted,,0.0,
CLM006454,C00102,Platinum,AR,Plumbing,leak under sink,2025-06-23,denied,covered,3093.6,
CLM006455,C01292,Platinum,OH,Washer,won't spin,2025-05-16,closed,covered,3081.94,
CLM006456,C01235,Silver,MN,Electrical Panel,burn smell,2025-03-22,in_review,,0.0,
CLM006457,C01271,Gold,LA,HVAC,refrigerant leak,2024-10-28,submitted,,0.0,
CLM006458,C01106,Platinum,OH,Electrical Panel,breaker trips,2024-06-06,closed,denied,0.0,EXCLUDED_INSTALL
CLM006459,C01260,Gold,PA,Dryer,thermal fuse blown,2025-04-18,approved,partial,200.01,
CLM006460,C00379,Gold,MI,Plumbing,clogged drain,2024-09-11,submitted,,0.0,
CLM006461,C00686,Silver,MN,Refrigerator,not cooling,2024-01-25,approved,covered,274.31,
CLM006462,C01635,Silver,MO,HVAC,thermostat error,2025-04-27,approved,partial,1469.43,
CLM006463,C01135,Silver,MA,Electrical Panel,loose neutral,2024-08-10,approved,partial,1218.61,
CLM006464,C01586,Gold,VA,Plumbing,clogged drain,2025-04-10,closed,partial,2187.49,
CLM006465,C00007,Gold,NM,HVAC,no cooling,2025-07-25,denied,denied,0.0,INFO_MISSING
CLM006466,C01188,Platinum,KY,Microwave,no power,2024-03-25,approved,covered,4964.85,
CLM006467,C00764,Gold,UT,Dishwasher,spray arm broken,2024-08-10,denied,covered,839.76,
CLM006468,C00415,Silver,FL,Dishwasher,won't start,2024-01-12,approved,partial,1056.32,
CLM006469,C00957,Platinum,FL,Water Heater,leak,2024-01-01,closed,covered,1431.55,
CLM006470,C01983,Platinum,GA,Dishwasher,won't start,2024-06-20,approved,covered,4783.42,
CLM006471,C01404,Gold,TN,Plumbing,clogged drain,2025-02-17,closed,partial,383.6,
CLM006472,C01407,Silver,MO,Plumbing,low pressure,2024-10-06,approved,covered,841.06,
CLM006473,C01363,Silver,UT,Dryer,drum won't turn,2024-01-13,approved,partial,1266.24,
CLM006474,C00304,Gold,OH,Microwave,magnetron fault,2025-02-20,in_review,,0.0,
CLM006475,C00349,Platinum,WI,Plumbing,leak under sink,2025-08-08,in_review,,0.0,
CLM006476,C01299,Platinum,LA,Microwave,no power,2024-06-05,closed,covered,1009.67,
CLM006477,C00212,Platinum,AZ,Washer,drain pump failure,2024-10-04,approved,denied,0.0,INFO_MISSING
CLM006478,C00552,Platinum,NY,Washer,drain pump failure,2024-09-12,submitted,,0.0,
CLM006479,C01020,Gold,VA,Electrical Panel,breaker trips,2024-08-26,submitted,,0.0,
CLM006480,C01794,Gold,AZ,Water Heater,leak,2025-08-08,denied,partial,2472.01,
CLM006481,C00534,Gold,MI,Water Heater,no hot water,2025-07-08,in_review,,0.0,
CLM006482,C01039,Platinum,ME,Refrigerator,ice maker failure,2024-02-15,denied,partial,1292.77,
CLM006483,C01305,Gold,NH,Dishwasher,spray arm broken,2024-01-13,in_review,,0.0,
CLM006484,C00364,Platinum,NH,Dryer,no heat,2025-02-09,submitted,,0.0,
CLM006485,C00381,Silver,KS,Water Heater,leak,2024-08-19,in_review,,0.0,
CLM006486,C01574,Silver,WA,Plumbing,low pressure,2024-10-14,approved,partial,1410.7,
CLM006487,C00098,Platinum,AR,Microwave,magnetron fault,2024-10-13,in_review,,0.0,
CLM006488,C00396,Silver,GA,Dishwasher,drain issue,2024-04-21,in_review,,0.0,
CLM006489,C00636,Gold,RI,Refrigerator,control board fault,2024-03-26,denied,denied,0.0,COVERED_MECH
CLM006490,C00384,Gold,MI,Water Heater,leak,2025-01-06,in_review,,0.0,
CLM006491,C00363,Gold,CA,Water Heater,leak,2025-05-25,in_review,,0.0,
CLM006492,C01287,Gold,NV,Dishwasher,won't start,2024-08-01,in_review,,0.0,
CLM006493,C00058,Silver,KS,HVAC,no cooling,2024-11-05,approved,denied,0.0,EXCLUDED_PREEXIST
CLM006494,C00240,Gold,FL,Water Heater,no hot water,2024-08-14,denied,denied,0.0,EXCLUDED_INSTALL
CLM006495,C00906,Platinum,UT,HVAC,refrigerant leak,2024-10-27,denied,partial,1969.54,
CLM006496,C00535,Gold,AL,Electrical Panel,loose neutral,2025-02-17,in_review,,0.0,
CLM006497,C01400,Gold,IL,Water Heater,leak,2025-06-05,closed,covered,308.23,
CLM006498,C00484,Silver,MA,Dishwasher,leak,2025-05-02,denied,partial,658.02,
CLM006499,C00982,Platinum,WY,Plumbing,leak under sink,2024-04-10,approved,covered,4972.61,
CLM006500,C00228,Silver,ND,Electrical Panel,burn smell,2024-07-21,in_review,,0.0,
CLM006501,C00442,Platinum,MD,Refrigerator,control board fault,2024-11-01,approved,covered,662.0,
CLM006502,C00407,Silver,NV,Dishwasher,leak,2025-03-20,in_review,,0.0,
CLM006503,C01145,Gold,MT,Dryer,no heat,2024-11-13,approved,covered,2327.73,
CLM006504,C00494,Gold,VT,HVAC,thermostat error,2024-06-15,submitted,,0.0,
CLM006505,C01814,Platinum,VT,Refrigerator,not cooling,2024-05-21,in_review,,0.0,
CLM006506,C00632,Gold,FL,HVAC,no cooling,2024-09-22,in_review,,0.0,
CLM006507,C01560,Gold,MN,HVAC,refrigerant leak,2024-04-16,closed,partial,215.41,
CLM006508,C00601,Platinum,FL,Refrigerator,ice maker failure,2024-05-20,approved,partial,3195.03,
CLM006509,C00312,Gold,CO,Refrigerator,not cooling,2024-01-14,in_review,,0.0,
CLM006510,C01287,Gold,NV,Refrigerator,ice maker failure,2025-04-13,in_review,,0.0,
CLM006511,C00949,Gold,AZ,Plumbing,clogged drain,2025-04-08,approved,partial,2044.25,
CLM006512,C01740,Gold,ID,Water Heater,leak,2025-07-27,in_review,,0.0,
CLM006513,C00583,Gold,CA,Dishwasher,drain issue,2024-12-06,submitted,,0.0,
CLM006514,C01522,Silver,AR,Water Heater,leak,2024-11-11,in_review,,0.0,
CLM006515,C01910,Silver,OK,HVAC,compressor failure,2024-11-17,approved,denied,0.0,EXCLUDED_PREEXIST
CLM006516,C00068,Silver,WY,Microwave,magnetron fault,2024-06-05,approved,partial,1344.07,
CLM006517,C00440,Platinum,OH,Water Heater,no hot water,2024-10-19,submitted,,0.0,
CLM006518,C01641,Gold,NC,Dishwasher,drain issue,2025-03-01,approved,denied,0.0,COVERED_MECH
CLM006519,C00454,Gold,HI,Dryer,drum won't turn,2025-02-23,approved,covered,1205.96,
CLM006520,C00298,Gold,WY,Dryer,drum won't turn,2024-10-27,approved,covered,1616.41,
CLM006521,C01528,Silver,NM,Refrigerator,ice maker failure,2025-03-08,submitted,,0.0,
CLM006522,C01564,Silver,WI,Water Heater,pilot won't stay lit,2024-12-07,in_review,,0.0,
CLM006523,C01118,Gold,NM,Dishwasher,leak,2025-07-04,submitted,,0.0,
CLM006524,C00068,Silver,WY,Dryer,drum won't turn,2024-10-14,closed,partial,263.05,
CLM006525,C00209,Gold,IN,Microwave,magnetron fault,2025-07-06,denied,covered,2453.55,
CLM006526,C00156,Silver,NJ,Plumbing,leak under sink,2024-06-25,approved,denied,0.0,EXCLUDED_PREEXIST
CLM006527,C01672,Silver,ID,Refrigerator,ice maker failure,2024-08-12,denied,denied,0.0,LIMIT_EXCEEDED
CLM006528,C00798,Platinum,LA,Electrical Panel,loose neutral,2025-06-11,submitted,,0.0,
CLM006529,C01410,Silver,TX,Dryer,no heat,2024-05-22,closed,denied,0.0,EXCLUDED_PREEXIST
CLM006530,C01487,Gold,AL,Dishwasher,spray arm broken,2025-05-27,approved,denied,0.0,EXCLUDED_PREEXIST
CLM006531,C01198,Platinum,TX,Microwave,magnetron fault,2024-03-17,approved,covered,3959.72,
CLM006532,C01645,Silver,SC,Water Heater,leak,2024-03-05,closed,denied,0.0,LIMIT_EXCEEDED
CLM006533,C00543,Gold,AR,Microwave,turntable stuck,2024-11-20,denied,denied,0.0,LIMIT_EXCEEDED
CLM006534,C00744,Gold,WI,Water Heater,pilot won't stay lit,2024-04-20,approved,covered,1692.15,
CLM006535,C00918,Gold,IN,Washer,won't spin,2025-01-11,approved,denied,0.0,INFO_MISSING
CLM006536,C00202,Platinum,MS,Washer,won't spin,2024-06-30,approved,partial,1141.84,
CLM006537,C00369,Gold,SD,Dryer,no heat,2024-06-26,closed,partial,2261.55,
CLM006538,C00621,Silver,GA,Dishwasher,drain issue,2025-04-01,submitted,,0.0,
CLM006539,C00842,Gold,NM,Microwave,magnetron fault,2025-05-28,in_review,,0.0,
CLM006540,C00889,Silver,TN,Microwave,no power,2025-05-12,in_review,,0.0,
CLM006541,C00476,Silver,NJ,Water Heater,leak,2025-07-11,closed,covered,129.02,
CLM006542,C00654,Silver,AK,HVAC,no cooling,2024-09-06,submitted,,0.0,
CLM006543,C01154,Silver,ME,Dryer,no heat,2024-04-21,approved,covered,1425.23,
CLM006544,C00112,Platinum,CT,Water Heater,pilot won't stay lit,2024-01-07,denied,covered,670.29,
CLM006545,C01441,Platinum,UT,Washer,won't spin,2025-05-19,approved,partial,4359.38,
CLM006546,C00668,Platinum,HI,Washer,belt snapped,2025-05-18,submitted,,0.0,
CLM006547,C01813,Platinum,MI,Refrigerator,not cooling,2024-03-15,denied,covered,4434.26,
CLM006548,C01618,Silver,NY,Electrical Panel,breaker trips,2024-04-21,approved,covered,900.49,
CLM006549,C01175,Platinum,RI,Water Heater,pilot won't stay lit,2024-03-10,submitted,,0.0,
CLM006550,C01072,Gold,SD,Refrigerator,not cooling,2024-05-09,in_review,,0.0,
CLM006551,C01070,Platinum,HI,Water Heater,leak,2025-05-28,in_review,,0.0,
CLM006552,C01006,Gold,IN,Dishwasher,leak,2024-06-10,denied,partial,1435.42,
CLM006553,C01321,Silver,OR,Refrigerator,control board fault,2024-09-22,in_review,,0.0,
CLM006554,C01217,Platinum,KS,Washer,belt snapped,2025-06-03,approved,covered,4897.43,
CLM006555,C00668,Platinum,HI,Refrigerator,ice maker failure,2025-02-06,approved,partial,1969.09,
CLM006556,C00064,Gold,AZ,Plumbing,clogged drain,2025-01-06,denied,denied,0.0,COVERED_MECH
CLM006557,C00558,Platinum,WI,HVAC,thermostat error,2024-04-22,submitted,,0.0,
CLM006558,C01329,Silver,NH,Dishwasher,won't start,2024-12-15,submitted,,0.0,
CLM006559,C00197,Silver,VA,Refrigerator,control board fault,2024-12-28,in_review,,0.0,
CLM006560,C01383,Gold,MS,HVAC,no cooling,2024-04-14,closed,partial,678.5,
CLM006561,C00904,Silver,MT,Plumbing,leak under sink,2024-05-21,closed,denied,0.0,EXCLUDED_PREEXIST
CLM006562,C01645,Silver,SC,Refrigerator,ice maker failure,2024-07-17,in_review,,0.0,
CLM006563,C00827,Platinum,CO,Water Heater,pilot won't stay lit,2025-03-05,closed,denied,0.0,COVERED_MECH
CLM006564,C00120,Gold,NC,Water Heater,pilot won't stay lit,2024-02-07,closed,denied,0.0,EXCLUDED_INSTALL
CLM006565,C01213,Gold,NY,Refrigerator,control board fault,2024-05-15,in_review,,0.0,
CLM006566,C00481,Silver,NJ,Electrical Panel,burn smell,2025-03-09,in_review,,0.0,
CLM006567,C01714,Platinum,AR,Water Heater,no hot water,2024-04-20,closed,denied,0.0,EXCLUDED_PREEXIST
CLM006568,C01210,Gold,HI,Washer,drain pump failure,2024-10-28,closed,partial,1955.36,
CLM006569,C00841,Platinum,ME,Plumbing,low pressure,2024-01-08,approved,partial,2572.93,
CLM006570,C01856,Gold,MN,Refrigerator,ice maker failure,2025-04-08,approved,covered,629.51,
CLM006571,C01753,Silver,WY,HVAC,no cooling,2024-07-02,submitted,,0.0,
CLM006572,C00702,Gold,AK,Washer,belt snapped,2025-02-28,approved,denied,0.0,INFO_MISSING
CLM006573,C01673,Silver,OR,Water Heater,no hot water,2024-10-15,closed,denied,0.0,COVERED_MECH
CLM006574,C01401,Gold,SC,Plumbing,leak under sink,2024-04-26,submitted,,0.0,
CLM006575,C01855,Platinum,MA,Dishwasher,leak,2024-07-08,closed,partial,515.74,
CLM006576,C01420,Silver,LA,Plumbing,clogged drain,2024-12-25,submitted,,0.0,
CLM006577,C00868,Platinum,WV,Electrical Panel,breaker trips,2025-07-31,closed,partial,665.45,
CLM006578,C01659,Platinum,CT,HVAC,refrigerant leak,2024-05-03,closed,covered,810.48,
CLM006579,C00325,Silver,NE,Dryer,thermal fuse blown,2024-05-29,approved,denied,0.0,EXCLUDED_PREEXIST
CLM006580,C01940,Platinum,CA,Dryer,no heat,2024-06-29,closed,partial,1980.32,
CLM006581,C01123,Platinum,MA,Refrigerator,control board fault,2024-12-11,submitted,,0.0,
CLM006582,C01966,Gold,TN,Microwave,magnetron fault,2024-02-24,approved,covered,855.91,
CLM006583,C01101,Gold,TX,Microwave,magnetron fault,2024-10-02,closed,partial,388.59,
CLM006584,C01548,Platinum,AL,Washer,won't spin,2025-05-06,approved,partial,2008.69,
CLM006585,C01479,Silver,LA,HVAC,compressor failure,2024-01-07,closed,partial,799.71,
CLM006586,C00442,Platinum,MD,Water Heater,no hot water,2024-02-03,closed,partial,2794.84,
CLM006587,C00914,Silver,NV,HVAC,thermostat error,2024-01-19,approved,covered,973.9,
CLM006588,C01746,Platinum,CT,Refrigerator,control board fault,2024-11-19,in_review,,0.0,
CLM006589,C01139,Gold,GA,Refrigerator,control board fault,2025-03-16,submitted,,0.0,
CLM006590,C01157,Silver,ME,Water Heater,no hot water,2025-03-24,submitted,,0.0,
CLM006591,C01342,Platinum,TN,Dryer,thermal fuse blown,2025-01-17,approved,partial,4936.44,
CLM006592,C01935,Gold,IL,Water Heater,no hot water,2024-02-10,approved,denied,0.0,COVERED_MECH
CLM006593,C01943,Silver,RI,Dishwasher,drain issue,2024-01-21,in_review,,0.0,
CLM006594,C01643,Gold,FL,Electrical Panel,burn smell,2025-06-25,submitted,,0.0,
CLM006595,C00076,Platinum,CA,Dishwasher,won't start,2024-04-28,closed,partial,1577.95,
CLM006596,C00386,Platinum,WI,Plumbing,leak under sink,2025-05-17,closed,partial,494.47,
CLM006597,C00897,Silver,NV,Water Heater,pilot won't stay lit,2024-01-21,closed,denied,0.0,INFO_MISSING
CLM006598,C00497,Silver,NY,Dryer,drum won't turn,2024-11-03,submitted,,0.0,
CLM006599,C00392,Gold,DE,Dryer,thermal fuse blown,2024-12-09,approved,denied,0.0,INFO_MISSING
CLM006600,C01286,Silver,NM,Dishwasher,drain issue,2025-06-23,submitted,,0.0,
CLM006601,C00755,Gold,TX,Microwave,no power,2024-12-31,approved,partial,1926.02,
CLM006602,C00182,Gold,ID,Electrical Panel,breaker trips,2025-05-29,closed,partial,610.46,
CLM006603,C01519,Platinum,WA,Refrigerator,ice maker failure,2025-07-27,approved,partial,1120.72,
CLM006604,C00616,Gold,NV,Electrical Panel,burn smell,2024-04-12,closed,partial,1035.87,
CLM006605,C01937,Platinum,CA,Washer,won't spin,2024-10-31,approved,covered,1244.31,
CLM006606,C01615,Platinum,AZ,Refrigerator,not cooling,2024-08-09,approved,covered,4473.87,
CLM006607,C00264,Silver,IA,HVAC,refrigerant leak,2024-12-02,in_review,,0.0,
